age,avg_screen_time
14,4.514821425778791
11,4.497263279646704
18,4.503976193034933
15,4.4417245409072
12,4.554348334584132
17,4.555397176119915
10,3.8514253169005075
13,4.500967036564272
9,3.932180787580835
8,3.98892544122952
16,4.551780827377485
